id,entidadeTipo,entidadeId,entidadeNome,dadosExcluidos,excluidoPor,excluidoPorNome,motivoExclusao,createdAt
30230,acao,720018,"Curso ""Introdução à Gestão de Processos"" – EV.G","{""id"":720018,""pdiId"":1020062,""macroId"":210016,""microcompetencia"":""Mapeamento de Processos"",""titulo"":""Curso \""Introdução à Gestão de Processos\"" – EV.G"",""descricao"":""**O que fazer:** Desenvolver visão de processos e identificar melhorias. **Como fazer:** Concluir curso e mapear um processo real com sugestões de melhoria. **Onde fazer:** EV.G + ambiente de trabalho. **Evidência esperada:** Certificado + fluxograma com melhorias."",""prazo"":""2026-04-15T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:16
30231,acao,720019,"Curso ""Gestão do Tempo e Produtividade"" – EV.G","{""id"":720019,""pdiId"":1020062,""macroId"":210009,""microcompetencia"":""Gestão do Tempo e Produtividade"",""titulo"":""Curso \""Gestão do Tempo e Produtividade\"" – EV.G"",""descricao"":""**O que fazer:** Aprimorar organização e priorização de tarefas. **Como fazer:** Concluir curso e aplicar 2 técnicas por 1 semana. **Onde fazer:** EV.G + ambiente de trabalho. **Evidência esperada:** Certificado + relato/print de aplicação."",""prazo"":""2026-04-15T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:18
30232,acao,720022,Diário de Posicionamentos Positivos,"{""id"":720022,""pdiId"":1020062,""macroId"":210005,""microcompetencia"":""Autoconhecimento e Posicionamento Profissional"",""titulo"":""Diário de Posicionamentos Positivos"",""descricao"":""**O que fazer:** Fortalecer confiança e clareza no posicionamento. **Como fazer:** Registrar posicionamentos assertivos por 10 dias úteis. **Onde fazer:** Ambiente de trabalho. **Evidência esperada:** Captura do diário + síntese de aprendizados."",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:21
30233,acao,720021,"Curso ""Inteligência Emocional"" – Fundação Bradesco","{""id"":720021,""pdiId"":1020062,""macroId"":210005,""microcompetencia"":""Autoconhecimento e Posicionamento Profissional"",""titulo"":""Curso \""Inteligência Emocional\"" – Fundação Bradesco"",""descricao"":""**O que fazer:** Desenvolver autorregulação emocional. **Como fazer:** Concluir curso e aplicar 3 atitudes práticas por 2 semanas. **Onde fazer:** Fundação Bradesco – EV. **Evidência esperada:** Certificado + plano pessoal com relato."",""prazo"":""2026-04-01T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:23
30234,acao,720020,"Leitura guiada ""Em Busca de Sentido""","{""id"":720020,""pdiId"":1020062,""macroId"":210038,""microcompetencia"":""Inovação e Criatividade"",""titulo"":""Leitura guiada \""Em Busca de Sentido\"""",""descricao"":""**O que fazer:** Ampliar repertório reflexivo e visão de propósito. **Como fazer:** Ler o livro e registrar reflexões semanais aplicáveis ao trabalho. **Onde fazer:** Biblioteca Sebrae / ambiente pessoal. **Evidência esperada:** Resumo com 4 ideias + texto reflexivo final."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:26
30235,acao,720027,Assinar plataforma Target – Normas ABNT,"{""id"":720027,""pdiId"":1020041,""macroId"":210029,""microcompetencia"":""Normas Técnicas e Conformidade"",""titulo"":""Assinar plataforma Target – Normas ABNT"",""descricao"":""**O que fazer:** Ampliar domínio técnico sobre normas ABNT. **Como fazer:** Assinar a plataforma, identificar normas prioritárias e registrar aplicações técnicas. **Onde fazer:** Plataforma Target. **Evidência esperada:** Print da assinatura + lista comentada de normas."",""prazo"":""2026-03-25T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:29
30236,acao,720026,Propor e implementar pequena inovação no trabalho,"{""id"":720026,""pdiId"":1020010,""macroId"":210038,""microcompetencia"":""Inovação e Criatividade"",""titulo"":""Propor e implementar pequena inovação no trabalho"",""descricao"":""**O que fazer:** Desenvolver iniciativa e criatividade aplicada. **Como fazer:** Identificar problema, propor solução simples e aplicar piloto. **Onde fazer:** Ambiente de trabalho. **Evidência esperada:** Relato da inovação aplicada ou certificado de curso."",""prazo"":""2026-02-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:31
30237,acao,720025,Praticar revisão crítica de entregas,"{""id"":720025,""pdiId"":1020010,""macroId"":210001,""microcompetencia"":""Comunicação e Relacionamento Interpessoal"",""titulo"":""Praticar revisão crítica de entregas"",""descricao"":""**O que fazer:** Aprimorar qualidade das entregas. **Como fazer:** Criar checklist de qualidade e aplicar em entregas reais. **Onde fazer:** Ambiente de trabalho. **Evidência esperada:** Checklist preenchido + exemplo de melhoria."",""prazo"":""2026-01-18T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:35
30238,acao,720023,"Curso ""OKR Aplicado à Transformação Digital"" – EV.G","{""id"":720023,""pdiId"":1020062,""macroId"":210015,""microcompetencia"":""Gestão por Objetivos (OKRs)"",""titulo"":""Curso \""OKR Aplicado à Transformação Digital\"" – EV.G"",""descricao"":""**O que fazer:** Organizar prioridades com uso de OKRs. **Como fazer:** Concluir curso e aplicar mini-OKR por 2 semanas. **Onde fazer:** EV.G + ambiente de trabalho. **Evidência esperada:** Certificado + print do OKR aplicado."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:38
30239,acao,720024,Desenvolver relacionamento interpessoal com leitura e prática,"{""id"":720024,""pdiId"":1020010,""macroId"":210001,""microcompetencia"":""Comunicação e Relacionamento Interpessoal"",""titulo"":""Desenvolver relacionamento interpessoal com leitura e prática"",""descricao"":""**O que fazer:** Fortalecer empatia e comunicação positiva. **Como fazer:** Leitura de Dale Carnegie ou curso indicado e aplicação prática. **Onde fazer:** Biblioteca Sebrae / EV.G / Fundação Bradesco. **Evidência esperada:** Resumo + relato de aplicação ou certificado."",""prazo"":""2026-03-08T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:54:29"",""updatedAt"":""2026-01-30 22:54:29""}",1,Equipe CKM Talents,,2026-02-01 21:32:40
30240,acao,720007,"Curso ""Tomada de Decisão Estratégica"" (Universidade Sebrae) + aplicação","{""id"":720007,""pdiId"":1020018,""macroId"":210013,""microcompetencia"":""Tomada de Decisão Estratégica"",""titulo"":""Curso \""Tomada de Decisão Estratégica\"" (Universidade Sebrae) + aplicação"",""descricao"":""**O que fazer:** Concluir curso e aplicar Árvore de Decisão em 2 projetos. **Como fazer:** Concluir curso; aplicar Árvore de Decisão em 2 projetos reais; documentar escolhas e impactos; compartilhar em reunião. **Onde fazer:** Universidade Sebrae + reuniões de planejamento. **Evidência esperada:** Certificado + 2 árvores de decisão documentadas (ou relatório) validadas pelo gestor."",""prazo"":""2026-03-28T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:44
30241,acao,720008,Desenvolver protagonismo colaborativo (microiniciativa interna),"{""id"":720008,""pdiId"":1020018,""macroId"":210007,""microcompetencia"":""Protagonismo, Autogestão e Responsabilidade"",""titulo"":""Desenvolver protagonismo colaborativo (microiniciativa interna)"",""descricao"":""**O que fazer:** Assumir e conduzir uma microiniciativa de melhoria com a equipe. **Como fazer:** Definir tema; planejar; conduzir encontros; executar melhoria; registrar passos e resultados; colher validação do gestor. **Onde fazer:** Reuniões internas + rotina da equipe. **Evidência esperada:** Registro formal da iniciativa (relato/apresentação) + validação do gestor."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:47
30242,acao,720009,Treinamento: Análise de KPIs e alinhamento entre Marketing e Vendas,"{""id"":720009,""pdiId"":1020061,""macroId"":210033,""microcompetencia"":""Marketing Institucional e Inteligência de Mercado"",""titulo"":""Treinamento: Análise de KPIs e alinhamento entre Marketing e Vendas"",""descricao"":""**O que fazer:** Participar do módulo e aplicar 1 técnica na rotina. **Como fazer:** Participar do treinamento; registrar aprendizados; aplicar 1 técnica; escrever relato breve com resultado. **Onde fazer:** Plataforma do evento (link institucional). **Evidência esperada:** Lista de presença + relato validado pela liderança."",""prazo"":""2026-01-09T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:49
30243,acao,720010,Curso + mapeamento de processo pessoal (Gestão de Processos),"{""id"":720010,""pdiId"":1020061,""macroId"":210020,""microcompetencia"":""Gestão Administrativa e Processos de Apoio"",""titulo"":""Curso + mapeamento de processo pessoal (Gestão de Processos)"",""descricao"":""**O que fazer:** Concluir curso e mapear um fluxo de trabalho recorrente. **Como fazer:** Concluir curso; escolher rotina; desenhar fluxo; identificar gargalos; propor 1 melhoria; registrar versão redesenhada. **Onde fazer:** EV (Fundação Bradesco) + ambiente de trabalho. **Evidência esperada:** Certificado + fluxograma simples com melhorias propostas."",""prazo"":""2026-02-20T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:51
30244,acao,720013,Certificação em Secretariado Executivo e Assessoria de Alta Performance,"{""id"":720013,""pdiId"":1020033,""macroId"":210021,""microcompetencia"":""Gestão Documental e Memória Institucional"",""titulo"":""Certificação em Secretariado Executivo e Assessoria de Alta Performance"",""descricao"":""**O que fazer:** Concluir formação e padronizar rotinas de assessoria. **Como fazer:** Concluir curso; criar manual de procedimentos/checklists; aplicar em rotina por 30 dias; ajustar com feedback. **Onde fazer:** Plataforma escolhida + rotina de assessoria. **Evidência esperada:** Certificado + manual/checklists + registro de aplicação (30 dias) validado pela liderança."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:53
30245,acao,720012,Certificação em Gestão de Processos Administrativos,"{""id"":720012,""pdiId"":1020033,""macroId"":210020,""microcompetencia"":""Gestão Administrativa e Processos de Apoio"",""titulo"":""Certificação em Gestão de Processos Administrativos"",""descricao"":""**O que fazer:** Concluir certificação e mapear/redesenhar processos administrativos. **Como fazer:** Concluir curso; selecionar processos críticos; mapear (AS-IS); redesenhar (TO-BE); implementar melhoria simples; registrar impactos. **Onde fazer:** Plataforma escolhida (Sebrae/ENAP/FGV etc.) + ambiente de trabalho. **Evidência esperada:** Certificado + evidências do mapeamento (AS-IS/TO-BE) + registro de melhorias/impactos."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:55
30246,acao,720011,Curso online + estudo de caso (Tomada de Decisão),"{""id"":720011,""pdiId"":1020061,""macroId"":210013,""microcompetencia"":""Tomada de Decisão Estratégica"",""titulo"":""Curso online + estudo de caso (Tomada de Decisão)"",""descricao"":""**O que fazer:** Concluir curso e analisar um estudo de caso. **Como fazer:** Concluir curso; selecionar estudo de caso; registrar critérios usados e lições para a rotina. **Onde fazer:** EV (Fundação Bradesco) / EV.G. **Evidência esperada:** Certificado + resumo da análise do estudo de caso."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:08"",""updatedAt"":""2026-01-30 22:41:08""}",1,Equipe CKM Talents,,2026-02-01 21:32:58
30247,acao,720006,Desenvolver visão sistêmica e estratégica (benchmarking + stakeholders),"{""id"":720006,""pdiId"":1020018,""macroId"":210015,""microcompetencia"":""Visão Sistêmica com foco em Indicadores Estratégicos"",""titulo"":""Desenvolver visão sistêmica e estratégica (benchmarking + stakeholders)"",""descricao"":""**O que fazer:** Estudar plano estratégico e mapear stakeholders locais. **Como fazer:** Ler planos estratégicos; realizar benchmarking com outra regional; construir mapa de stakeholders; apresentar síntese ao gestor. **Onde fazer:** Reuniões de planejamento + benchmarking remoto. **Evidência esperada:** Mapa de stakeholders + apresentação/validação do gestor."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:07"",""updatedAt"":""2026-01-30 22:41:07""}",1,Equipe CKM Talents,,2026-02-01 21:33:00
30248,acao,720005,Aprimorar a capacidade de tomada de decisão (aplicação prática),"{""id"":720005,""pdiId"":1020018,""macroId"":210013,""microcompetencia"":""Tomada de Decisão Estratégica"",""titulo"":""Aprimorar a capacidade de tomada de decisão (aplicação prática)"",""descricao"":""**O que fazer:** Aplicar métodos de decisão em um caso real da regional. **Como fazer:** Selecionar decisão estratégica real; construir matriz de alternativas e análise de riscos; registrar justificativa e validar com gestor. **Onde fazer:** Ambiente de trabalho (projetos da regional). **Evidência esperada:** Relatório de decisão aplicada + análise de riscos, validado pelo gestor."",""prazo"":""2026-03-27T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:07"",""updatedAt"":""2026-01-30 22:41:07""}",1,Equipe CKM Talents,,2026-02-01 21:33:02
30249,acao,720004,"Curso ""Gestão da Inovação no Setor Público"" (ENAP/EV.G)","{""id"":720004,""pdiId"":1020083,""macroId"":210015,""microcompetencia"":""Visão Sistêmica com foco em Indicadores Estratégicos"",""titulo"":""Curso \""Gestão da Inovação no Setor Público\"" (ENAP/EV.G)"",""descricao"":""**O que fazer:** Concluir o curso e propor ideias aplicáveis à UTIC. **Como fazer:** Concluir o curso; registrar 3 ideias de inovação com potencial de aplicação; alinhar as ideias com o gestor. **Onde fazer:** EV.G/ENAP (online) + reunião com gestor. **Evidência esperada:** Certificado + relatório com 3 ideias validadas pelo gestor."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:07"",""updatedAt"":""2026-01-30 22:41:07""}",1,Equipe CKM Talents,,2026-02-01 21:33:05
30250,acao,720003,"Curso ""Emoções no Trabalho: como gerenciá-las"" (UC Sebrae/Degreed)","{""id"":720003,""pdiId"":1020083,""macroId"":210005,""microcompetencia"":""Inteligência Emocional e Autoconhecimento"",""titulo"":""Curso \""Emoções no Trabalho: como gerenciá-las\"" (UC Sebrae/Degreed)"",""descricao"":""**O que fazer:** Concluir o curso e aplicar estratégias de autorregulação. **Como fazer:** Concluir o curso; selecionar 3 estratégias; aplicar em situações reais; registrar efeitos e aprendizados. **Onde fazer:** Universidade Sebrae (Degreed) + ambiente de trabalho. **Evidência esperada:** Certificado + relato das 3 estratégias aplicadas com validação da liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:07"",""updatedAt"":""2026-01-30 22:41:07""}",1,Equipe CKM Talents,,2026-02-01 21:33:07
30251,acao,720002,"Curso ""Gestão de tempo para trabalhadores remotos"" (UC Sebrae/Degreed)","{""id"":720002,""pdiId"":1020083,""macroId"":210009,""microcompetencia"":""Gestão do Tempo"",""titulo"":""Curso \""Gestão de tempo para trabalhadores remotos\"" (UC Sebrae/Degreed)"",""descricao"":""**O que fazer:** Concluir o curso e aplicar técnicas de priorização. **Como fazer:** Concluir o curso; listar 5 estratégias; aplicar 3 estratégias por 10 dias úteis; registrar resultados em diário simples. **Onde fazer:** Universidade Sebrae (Degreed) + ambiente de trabalho. **Evidência esperada:** Certificado + diário de aplicação (10 dias) validado pela liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:07"",""updatedAt"":""2026-01-30 22:41:07""}",1,Equipe CKM Talents,,2026-02-01 21:33:10
30252,acao,720001,"Curso ""LGPD para Organizações Públicas"" (ENAP/EV.G)","{""id"":720001,""pdiId"":1020083,""macroId"":210036,""microcompetencia"":""Governança de Dados, Informação e Uso Estratégico"",""titulo"":""Curso \""LGPD para Organizações Públicas\"" (ENAP/EV.G)"",""descricao"":""**O que fazer:** Concluir o curso e identificar riscos/práticas aplicáveis à UTIC. **Como fazer:** Concluir módulos; registrar 5 pontos críticos para a UTIC; elaborar plano curto de atenção aos riscos e compartilhar com a liderança. **Onde fazer:** EV.G/ENAP (online) + rotina da UTIC. **Evidência esperada:** Certificado + plano de atenção aos riscos validado pela liderança."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:41:07"",""updatedAt"":""2026-01-30 22:41:07""}",1,Equipe CKM Talents,,2026-02-01 21:33:16
30253,acao,690042,Desenvolver visão estratégica e empreendedora,"{""id"":690042,""pdiId"":1020009,""macroId"":210038,""microcompetencia"":""Inovação, Criatividade e Visão de Futuro"",""titulo"":""Desenvolver visão estratégica e empreendedora"",""descricao"":""**O que fazer:** Elaborar SWOT da área e contribuir em reuniões estratégicas, registrando insights. **Como fazer:** Produzir análise SWOT; participar de reuniões estratégicas com contribuições; registrar insights e sugestões alinhadas a metas; consolidar em relato. **Onde fazer:** Ambiente de trabalho / reuniões da área. **Evidência esperada:** Relato prático com SWOT + principais insights/participações."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:18"",""updatedAt"":""2026-01-30 22:27:18""}",1,Equipe CKM Talents,,2026-02-01 21:33:20
30254,acao,690044,Implementar projeto piloto de inovação (30 dias),"{""id"":690044,""pdiId"":1020030,""macroId"":210038,""microcompetencia"":""Inovação, Criatividade e Visão de Futuro"",""titulo"":""Implementar projeto piloto de inovação (30 dias)"",""descricao"":""**O que fazer:** Escolher 1 desafio real, propor melhoria e executar piloto de 30 dias, registrando resultados (ou oficina interna de cocriação). **Como fazer:** Opção 1: selecionar desafio; definir proposta; executar piloto 30 dias; coletar indicadores/resultados; registrar aprendizados. Opção 2: planejar oficina; conduzir brainstorming; registrar ideias; selecionar 1 para aplicação; compartilhar resultados. **Onde fazer:** Ambiente de trabalho / regional; materiais via Biblioteca/Universidade Sebrae. **Evidência esperada:** Relatório do piloto (problema, metodologia, resultados, aprendizados) validado pela liderança; e/ou fotos/ata/lista de ideias + plano de ação."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:18"",""updatedAt"":""2026-01-30 22:27:18""}",1,Equipe CKM Talents,,2026-02-01 21:33:23
30255,acao,690043,Aperfeiçoar estratégias de marketing pessoal e institucional,"{""id"":690043,""pdiId"":1020009,""macroId"":210033,""microcompetencia"":""Marketing Institucional e Inteligência de Mercado"",""titulo"":""Aperfeiçoar estratégias de marketing pessoal e institucional"",""descricao"":""**O que fazer:** Realizar curso(s) de marketing pessoal/comunicação, ajustar perfil profissional e praticar comunicação assertiva com feedback. **Como fazer:** Concluir ao menos 1 curso; atualizar perfil (ex.: LinkedIn); praticar comunicação assertiva; solicitar feedback de colegas/líderes; registrar mudanças. **Onde fazer:** Cursos online (FGV/Sebrae/PUCRS ou similares) + ambiente de trabalho. **Evidência esperada:** Certificado e/ou prints/registro das melhorias + feedback recebido."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:18"",""updatedAt"":""2026-01-30 22:27:18""}",1,Equipe CKM Talents,,2026-02-01 21:33:26
30256,acao,690033,Aplicar técnicas de gestão do tempo (livro ou ferramenta),"{""id"":690033,""pdiId"":1020036,""macroId"":210009,""microcompetencia"":""Gestão do Tempo, Organização e Disciplina"",""titulo"":""Aplicar técnicas de gestão do tempo (livro ou ferramenta)"",""descricao"":""**O que fazer:** Aplicar 2 técnicas de gestão do tempo por 2 semanas (ou usar ferramenta digital por 2 semanas). **Como fazer:** Opção 1: ler livro de gestão do tempo; selecionar 2 técnicas (Eisenhower/Pomodoro/GTD); aplicar por 2 semanas; registrar atividades e resultados. Opção 2: escolher ferramenta (Trello/Todoist/Google Calendar); configurar tarefas/prazos; usar por 2 semanas; avaliar e ajustar. **Onde fazer:** Biblioteca Sebrae TO + ambiente de trabalho; ou computador/celular com internet. **Evidência esperada:** Relatório com técnicas aplicadas e resultados; e/ou prints da ferramenta + relato."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:29
30257,acao,690034,Fortalecer protagonismo colaborativo,"{""id"":690034,""pdiId"":1020036,""macroId"":210008,""microcompetencia"":""Presença Executiva e Postura Profissional"",""titulo"":""Fortalecer protagonismo colaborativo"",""descricao"":""**O que fazer:** Realizar 1 iniciativa colaborativa em 30 dias (ou leitura aplicada / curso de ética). **Como fazer:** Opção 1: escolher uma iniciativa na unidade; planejar (objetivo/impacto); alinhar com envolvidos; executar; registrar aprendizado. Opção 2: ler livro e produzir fichamento (1 pág) + compartilhar 1 aprendizado. Opção 3: concluir curso de Ética/Compliance na UC Sebrae/Degreed. **Onde fazer:** No setor/ambiente de trabalho; Biblioteca Sebrae TO; UC Sebrae/Degreed (online). **Evidência esperada:** Relato + registro do plano/resultado; ou fichamento + print de compartilhamento; ou certificado do curso."",""prazo"":""2026-02-27T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:31
30258,acao,690035,"Curso ""Tomada de Decisão"" (Universidade Sebrae)","{""id"":690035,""pdiId"":1020036,""macroId"":210007,""microcompetencia"":""Protagonismo, Autogestão e Responsabilidade Profissional"",""titulo"":""Curso \""Tomada de Decisão\"" (Universidade Sebrae)"",""descricao"":""**O que fazer:** Concluir o curso e aplicar 1 método a uma decisão real (ou simulação com IE). **Como fazer:** Opção 1: matricular-se; concluir; anotar métodos; aplicar 1 método em decisão real; registrar análise. Opção 2: concluir curso de Liderança com IE; elaborar decisão simulada integrando critérios e emoções. **Onde fazer:** Universidade Sebrae (EAD). **Evidência esperada:** Certificado + registro da aplicação prática (até 1 página) / simulação."",""prazo"":""2026-01-10T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:34
30259,acao,690036,Desenvolver comunicação assertiva (CNV ou feedback),"{""id"":690036,""pdiId"":1020036,""macroId"":210001,""microcompetencia"":""Relacionamento Interpessoal"",""titulo"":""Desenvolver comunicação assertiva (CNV ou feedback)"",""descricao"":""**O que fazer:** Aplicar princípios de CNV em 1 situação profissional (ou praticar feedback construtivo com 2 colegas). **Como fazer:** Opção 1: ler \""Comunicação Não-Violenta\""; escolher 1 situação; aplicar observação-sentimento-necessidade-pedido; registrar efeitos e aprendizados. Opção 2: agendar 2 conversas; aplicar técnica de feedback (ex.: sanduíche); registrar pontos e aprendizados. **Onde fazer:** Biblioteca Sebrae TO + ambiente de trabalho. **Evidência esperada:** Relatório/registro das aplicações + reflexão."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:37
30260,acao,690037,Praticar técnicas de comunicação assertiva (livro ou desarme verbal),"{""id"":690037,""pdiId"":1020036,""macroId"":210001,""microcompetencia"":""Relacionamento Interpessoal"",""titulo"":""Praticar técnicas de comunicação assertiva (livro ou desarme verbal)"",""descricao"":""**O que fazer:** Aplicar técnicas em 3 situações reais (ou aplicar desarme verbal em 1 conversa difícil). **Como fazer:** Opção 1: ler \""Seja Assertivo!\""; selecionar 3 situações; aplicar técnicas; registrar antes/depois e resultados. Opção 2: assistir vídeo sobre desarme verbal; planejar aplicação; aplicar em conversa real; registrar impactos. **Onde fazer:** Ambiente de trabalho (aplicação); estudo pode ser feito em ambiente pessoal. **Evidência esperada:** Documento com resumo + registro das 3 situações; e/ou print do vídeo + relato da aplicação (mín. 10 linhas)."",""prazo"":""2026-02-27T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:40
30261,acao,690038,Acompanhar e avaliar impacto das ações nos municípios,"{""id"":690038,""pdiId"":1020029,""macroId"":210003,""microcompetencia"":""Atendimento e Relacionamento com o Cliente"",""titulo"":""Acompanhar e avaliar impacto das ações nos municípios"",""descricao"":""**O que fazer:** Criar formulário-padrão; aplicar em 3 municípios; analisar e emitir relatório de impacto. **Como fazer:** Desenvolver formulário (perguntas objetivas e abertas); aplicar presencial/online; consolidar em planilha; analisar (gráficos/insights); elaborar relatório com achados e melhorias. **Onde fazer:** Municípios atendidos; formulários (Google/Microsoft Forms); planilhas (Excel/Sheets); ambiente de trabalho. **Evidência esperada:** Formulário criado + registros das 3 aplicações + relatório analítico consolidado."",""prazo"":""2026-03-31T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:43
30262,acao,690039,Assumir protagonismo propondo melhoria interna na regional,"{""id"":690039,""pdiId"":1020029,""macroId"":210008,""microcompetencia"":""Presença Executiva e Postura Profissional"",""titulo"":""Assumir protagonismo propondo melhoria interna na regional"",""descricao"":""**O que fazer:** Identificar oportunidade de melhoria; estruturar proposta; apresentar; acompanhar implementação e resultados. **Como fazer:** Usar matriz de priorização (Eisenhower/GUT) para escolher melhoria; elaborar proposta (benefícios, metas, indicadores); apresentar à gestão; acompanhar execução e coletar feedback; registrar resultados. **Onde fazer:** Ambiente de trabalho / regional. **Evidência esperada:** Proposta apresentada + relato de execução + evidências de resultados (indicadores/feedback)."",""prazo"":""2026-04-30T00:00:00.000Z"",""status"":""nao_iniciada"",""createdAt"":""2026-01-30 22:27:17"",""updatedAt"":""2026-01-30 22:27:17""}",1,Equipe CKM Talents,,2026-02-01 21:33:46
